set_id,lat,lon,day_jour,month_mois,year_année,station,replicate_réplicat,cont_wt_g,gross_wet_wt_g,gross_dry_wt_g,net_dry_wt_g,sieve_wt_250um_g,sieve_wt_125um_g,sieve_wt_64um_g,gross_wt_250um_g,gross_wt_125um_g,gross_wt_64um_g,net_dry_250um_g,net_dry_125um_g,net_dry_64um_g,silt_frac_g
2017.02.009,45.17022,-66.23698,23,2,2017,9,a,6.3948,67.0322,42.8829,36.4881,83.5632,80.8415,78.4396,83.8222,80.9343,82.9765,0.259,0.0928,4.5369,31.5994
2017.02.010,45.16969,-66.23432,23,2,2017,10,a,6.3386,61.9597,39.8245,33.4859,81.3725,79.0253,79.0368,81.4104,79.0857,83.0214,0.0379,0.0604,3.9846,29.403
2017.02.011,45.16877,-66.24135,23,2,2017,11,a,6.2815,67.8406,46.3265,40.045,83.7275,79.521,77.7447,83.9489,81.9021,86.9432,0.2214,2.3811,9.1985,28.244
2017.02.012,45.17028,-66.24154,23,2,2017,12,a,6.3096,67.5093,43.2239,36.9143,80.2598,80.0397,78.4613,80.3883,80.2984,85.098,0.1285,0.2587,6.6367,29.8904
2017.02.013,45.17233,-66.2411,23,2,2017,13,a,6.3353,66.9537,42.1951,35.8598,85.0743,81.4892,78.7172,85.1712,81.6695,82.3888,0.0969,0.1803,3.6716,31.911
2017.02.014,45.17511,-66.24213,23,2,2017,14,a,6.3535,71.2547,49.7195,43.366,83.5455,80.8221,78.4184,84.5999,82.8105,88.3536,1.0544,1.9884,9.9352,30.388
2017.02.015,45.17738,-66.24286,23,2,2017,15,a,6.3607,62.4153,42.0417,35.681,81.3565,79.0059,79.0173,81.4568,79.5505,84.2628,0.1003,0.5446,5.2455,29.7906
2017.02.016,45.17911,-66.24458,23,2,2017,16,a,6.3401,68.095,44.9115,38.5714,83.7248,79.5319,77.7524,84.0753,79.9951,83.8788,0.3505,0.4632,6.1264,31.6313
2017.02.017,45.1807,-66.24631,23,2,2017,17,a,6.4821,68.7983,45.3022,38.8201,80.2588,80.0451,78.47,80.5715,80.7257,83.3065,0.3127,0.6806,4.8365,32.9903
2017.02.018,45.18209,-66.24808,23,2,2017,18,a,6.3828,60.2396,37.956,31.5732,85.0729,81.491,78.714,85.2517,81.6071,81.621,0.1788,0.1161,2.907,28.3713
2017.02.019,45.18236,-66.24939,23,2,2017,19,a,6.3953,67.1616,43.3155,36.9202,83.5459,80.8282,78.4326,83.7557,80.9723,81.4518,0.2098,0.1441,3.0192,33.5471
2017.02.020,45.18295,-66.2502,23,2,2017,20,a,6.3376,70.8681,42.7695,36.4319,81.3521,79.0048,79.0236,81.4556,79.1523,81.2737,0.1035,0.1475,2.2501,33.9308
2017.02.021,45.1672,-66.24764,23,2,2017,21,a,6.3387,44.1415,34.6865,28.3478,83.7393,79.5359,77.7614,83.7483,79.8325,96.1367,0.009,0.2966,18.3753,9.6669
2017.02.022,45.15901,-66.24988,23,2,2017,22,a,6.2712,60.8642,47.7532,41.482,80.2706,80.0518,78.4776,80.2825,80.8507,99.3025,0.0119,0.7989,20.8249,19.8463
2017.02.022,45.15573,-66.25019,23,2,2017,23,a,6.3996,62.0979,46.4822,40.0826,85.0893,81.5011,78.7299,85.1076,81.5732,83.1955,0.0183,0.0721,4.4656,35.5266
2017.02.024,45.15119,-66.25538,23,2,2017,24,a,6.3689,75.0386,43.0779,36.709,83.5627,80.8357,78.441,83.6403,81.0975,79.5921,0.0776,0.2618,1.1511,35.2185
2017.02.025,45.14805,-66.25345,23,2,2017,25,a,6.3479,66.8301,35.3655,29.0176,81.3684,79.023,79.0343,81.3882,79.0396,79.6132,0.0198,0.0166,0.5789,28.4023
2017.02.026,45.14959,-66.24787,23,2,2017,26,a,6.2786,69.9379,40.2337,33.9551,83.7446,79.5388,77.7675,83.7986,79.6966,81.9701,0.054,0.1578,4.2026,29.5407
2017.02.027,45.1501,-66.23849,23,2,2017,27,a,6.3086,69.4045,45.5426,39.234,80.2706,80.0647,78.4992,80.3351,80.4108,86.1456,0.0645,0.3461,7.6464,31.177
2017.02.028,45.15298,-66.23508,23,2,2017,28,a,6.3359,68.5085,48.3873,42.0514,85.0884,81.4965,78.7252,85.1215,81.8175,91.9206,0.0331,0.321,13.1954,28.5019
2017.02.029,45.15447,-66.23368,23,2,2017,29,a,6.3546,63.5983,49.5706,43.216,83.5648,80.8382,78.437,83.6208,80.9954,97.5808,0.056,0.1572,19.1438,23.859
2017.02.030,45.15667,-66.23672,23,2,2017,30,a,6.3376,65.6055,51.7838,45.4462,81.369,79.0159,79.0342,81.3745,79.1988,109.3599,0.0055,0.1829,30.3257,14.9321
2017.11.001,45.1434,-66.2616,21,11,2017,1,a,6.3395,90.1352,58.5265,52.187,83.7539,79.5511,77.7726,84.8415,84.0822,89.5283,1.0876,4.5311,11.7557,34.8126
2017.11.002,45.1423,-66.2621,21,11,2017,2,a,6.4829,107.8104,67.5343,61.0514,80.2852,80.0755,78.5002,81.4064,82.0633,86.52,1.1212,1.9878,8.0198,49.9226
2017.11.003,45.1496,-66.237,21,11,2017,3,a,6.3373,78.2109,45.7465,39.4092,85.1032,81.5183,78.7478,85.1491,81.6586,82.652,0.0459,0.1403,3.9042,35.3188
2017.11.004,45.1518,-66.2354,21,11,2017,4,a,6.3552,64.2344,42.7965,36.4413,83.5759,80.8525,78.452,83.6102,81.0968,86.6791,0.0343,0.2443,8.2271,27.9356
2017.11.005,45.1514,-66.2348,21,11,2017,5,a,6.3394,46.3519,36.1833,29.8439,81.3799,79.0456,79.0569,81.3774,79.0714,89.362,-0.0025,0.0258,10.3051,19.5155
2017.11.006,45.1601,-66.2331,21,11,2017,6,a,6.2761,34.8114,27.1787,20.9026,83.7278,79.538,77.7549,83.757,79.591,91.02,0.0292,0.053,13.2651,7.5553
2017.11.007,45.1654,-66.2299,21,11,2017,7,a,6.2698,45.9567,36.3685,30.0987,80.2709,80.0637,78.4804,80.2955,81.0191,95.4251,0.0246,0.9554,16.9447,12.174
2017.11.008,45.1677,-66.2289,21,11,2017,8,a,6.3796,47.3285,32.0337,25.6541,85.0864,81.4984,78.7286,85.2089,81.6299,83.6874,0.1225,0.1315,4.9588,20.4413
2017.11.009,45.1701,-66.2288,21,11,2017,9,a,6.3034,43.2179,29.4539,23.1505,83.5614,80.8379,78.4428,83.7932,80.9379,82.4365,0.2318,0.1,3.9937,18.825
2017.11.010,45.1737,-66.2348,21,11,2017,10,a,6.3634,85.0882,55.9571,49.5937,81.37,79.0238,79.0401,81.8876,79.3697,86.4141,0.5176,0.3459,7.374,41.3562
2017.11.011,45.1782,-66.24,21,11,2017,11,a,6.2765,116.3031,70.6991,64.4226,83.7399,79.543,77.7671,84.0554,79.6694,80.589,0.3155,0.1264,2.8219,61.1588
2017.11.012,45.184,-66.2468,21,11,2017,12,a,6.4799,56.065,31.3962,24.9163,80.2738,80.0639,78.4895,80.3024,80.111,79.3935,0.0286,0.0471,0.904,23.9366
2017.11.013,45.1837,-66.2517,21,11,2017,13,a,6.3803,73.987,52.2013,45.821,85.0924,81.5094,78.7403,99.0979,86.7251,81.7526,14.0055,5.2157,3.0123,23.5875
2017.11.014,45.1823,-66.2462,21,11,2017,14,a,6.3037,61.8671,27.5915,21.2878,83.5676,80.8427,78.4494,84.1083,81.3445,79.4269,0.5407,0.5018,0.9775,19.2678
2017.11.015,45.1792,-66.2428,21,11,2017,15,a,6.3625,59.3217,38.3476,31.9851,81.3777,79.0311,79.044,81.4967,79.1675,80.8563,0.119,0.1364,1.8123,29.9174
2017.11.016,45.1759,-66.2419,21,11,2017,16,a,6.3383,63.5147,37.9505,31.6122,83.7251,79.5315,77.752,84.2926,79.7806,78.9327,0.5675,0.2491,1.1807,29.6149
2017.11.017,45.1722,-66.2407,21,11,2017,17,a,6.2704,80.1165,50.3393,44.0689,80.265,80.0545,78.4771,81.9246,80.158,80.952,1.6596,0.1035,2.4749,39.8309
2017.11.018,45.1694,-66.2412,21,11,2017,18,a,6.3387,55.7998,30.7671,24.4284,85.1063,81.4982,78.7216,85.2424,81.6001,79.5266,0.1361,0.1019,0.805,23.3854
2021.09.001,45.1431,-66.26253,23,9,2021,1,a,6.3442,68.5835,48.0157,41.6715,85.1029,79.5353,78.4569,90.0675,89.0982,83.9932,4.9646,9.5629,5.5363,21.6077
2021.09.002,45.1422,-66.26192,23,9,2021,2,a,6.3087,47.974,29.8859,23.5772,83.7411,81.5167,78.7163,84.0221,82.3255,81.4889,0.281,0.8088,2.7726,19.7148
2021.09.003,45.1464,-66.25058,23,9,2021,3,a,6.3363,60.6365,39.3312,32.9949,80.279,80.0798,77.7676,80.4416,80.4894,80.4614,0.1626,0.4096,2.6938,29.7289
2021.09.004,45.1489,-66.25003,23,9,2021,4,a,6.3548,72.0015,42.0035,35.6487,81.381,81.795,78.423,81.7516,82.0907,81.7952,0.3706,0.2957,3.3722,31.6102
2021.09.005,45.151,-66.24892,23,9,2021,5,a,6.3645,69.5615,41.0864,34.7219,83.5563,80.4486,79.0179,83.6459,80.7193,82.0597,0.0896,0.2707,3.0418,31.3198
2021.09.006,45.1539,-66.24748,23,9,2021,6,a,6.3378,69.129,45.9235,39.5857,85.1071,79.5037,78.4529,85.4304,79.9214,84.7672,0.3233,0.4177,6.3143,32.5304
2021.09.007,45.1555,-66.24543,23,9,2021,7,a,6.481,75.3362,57.9337,51.4527,83.7312,81.488,78.7078,83.9403,102.9539,101.4605,0.2091,21.4659,22.7527,7.025
2021.09.008,45.1555,-66.24233,23,9,2021,8,a,6.4006,70.9975,47.9155,41.5149,80.258,80.0464,77.7378,83.2473,82.1215,85.3576,2.9893,2.0751,7.6198,28.8307
2021.09.009,45.1544,-66.23992,23,9,2021,9,a,6.3681,70.1625,42.6771,36.309,81.3682,81.7783,78.4109,81.7155,82.2247,84.1112,0.3473,0.4464,5.7003,29.815
2021.09.010,45.1519,-66.23912,23,9,2021,10,a,6.3476,68.123,46.7138,40.3662,83.5448,80.4361,79.0073,83.741,81.2715,86.7727,0.1962,0.8354,7.7654,31.5692
2021.09.011,45.1648,-66.22852,23,9,2021,11,a,6.3418,62.111,42.1121,35.7703,85.0845,79.4916,78.4504,85.3134,80.6409,83.5079,0.2289,1.1493,5.0575,29.3346
2021.09.012,45.1671,-66.2309,23,9,2021,12,a,6.3132,62.297,39.7208,33.4076,83.7141,81.5122,78.807,83.9128,81.6907,84.9776,0.1987,0.1785,6.1706,26.8598
2021.09.013,45.1698,-66.23233,23,9,2021,13,a,6.3358,65.002,40.516,34.1802,80.2519,80.0393,77.7351,80.5049,80.3402,81.3957,0.253,0.3009,3.6606,29.9657
2021.09.014,45.1713,-66.23505,23,9,2021,14,a,6.3532,70.467,42.6995,36.3463,81.3641,81.7793,78.4185,81.4538,81.929,83.642,0.0897,0.1497,5.2235,30.8834
2021.09.015,45.1719,-66.23852,23,9,2021,15,a,6.3613,65.92,43.9896,37.6283,83.5441,80.4394,79.0121,83.5774,80.5348,83.477,0.0333,0.0954,4.4649,33.0347
2021.09.016,45.1761,-66.24815,23,9,2021,16,a,6.34,72.2965,54.1659,47.8259,85.0874,79.5001,78.4591,85.1768,80.0459,97.1183,0.0894,0.5458,18.6592,28.5315
2021.09.017,45.1787,-66.24875,23,9,2021,17,a,6.3067,72.7188,53.7224,47.4157,83.7155,81.4926,78.7047,83.8402,81.7322,92.6021,0.1247,0.2396,13.8974,33.154
2021.09.018,45.1811,-66.25127,23,9,2021,18,a,6.3352,70.669,46.4065,40.0713,80.25777,80.0416,77.7331,80.2975,80.1672,82.1765,0.0397,0.1256,4.4434,35.4626
2021.09.019,45.1672,-66.2561,23,9,2021,19,a,6.3538,74.3105,67.7333,61.3795,81.3621,81.7801,78.4165,139.5758,83.8816,78.9858,58.2137,2.1015,0.5693,0.495
2021.09.020,45.1614,-66.26302,23,9,2021,20,a,6.361,68.7635,52.8964,46.5354,83.5396,80.437,79.0081,83.7845,80.6843,91.5804,0.2449,0.2473,12.5723,33.4709
2021.09.021,45.1654,-66.24272,23,9,2021,21,a,6.3386,72.644,43.1396,36.801,85.0814,79.498,78.4525,85.1985,79.7181,81.4562,0.1171,0.2201,3.0037,33.4601
2021.09.022,45.167,-66.2418,23,9,2021,22,a,6.3362,40.8735,26.2857,19.9495,83.7242,81.494,78.7115,83.912,81.5957,81.2645,0.1878,0.1017,2.553,17.107
2021.09.023,45.1689,-66.2408,23,9,2021,23,a,6.3347,70.6095,42.3976,36.0629,80.2498,80.0403,77.7288,80.3287,80.1175,81.5608,0.0789,0.0772,3.832,32.0748
2021.09.024,45.171,-66.24088,23,9,2021,24,a,6.3066,79.213,49.8152,43.5086,81.3649,81.7811,78.4118,86.494,81.9568,82.8092,5.1291,0.1757,4.3974,33.8064
2021.09.025,45.1733,-66.24052,23,9,2021,25,a,6.341,28.8402,17.2987,10.9577,83.541,80.4381,79.0087,83.6259,80.5371,79.5534,0.0849,0.099,0.5447,10.2291
2021.09.026,45.1756,-66.24105,23,9,2021,26,a,6.342,71.7275,40.8702,34.5282,85.0855,79.4946,78.4541,85.3351,79.6613,79.7315,0.2496,0.1667,1.2774,32.8345
2021.09.027,45.1782,-66.24248,23,9,2021,27,a,6.3069,64.2915,40.401,34.0941,83.7268,81.4909,78.7086,83.8735,81.6469,80.7684,0.1467,0.156,2.0598,31.7316
2021.09.028,45.1806,-66.24412,23,9,2021,28,a,6.3349,74.2145,52.4975,46.1626,80.2515,80.0414,77.7293,80.4696,80.2068,81.3599,0.2181,0.1654,3.6306,42.1485
2021.09.029,45.1824,-66.24558,23,9,2021,29,a,6.3543,66.8215,42.4709,36.1166,81.3562,81.7798,78.4084,81.6125,81.9063,80.4296,0.2563,0.1265,2.0212,33.7126
2021.09.030,45.18,-66.24858,23,9,2021,30,a,6.3622,56.1611,31.1408,24.7786,83.5399,80.4389,79.0067,83.6055,80.5184,80.8555,0.0656,0.0795,1.8488,22.7847
