set_id,lat,lon,day_jour,month_mois,year_année,station,replicate_réplicat,cont_g,air_cont_g,oven_cont_g,net_dry_wt_g,ash_1_g,ash_2_g,perc_loss_ash_1__,perc_loss_ash_2__,tot_perc_loss__,comments
2011.09.007,45.151283329999998,-66.23713333,1,9,2011,7,b,7.193000000000000,9.680999999999999,9.682000000000000,2.489000000000000,9.651999999999999,9.625999999999999,1.205303335000000,1.044596223000000,2.249899558000000,
2011.09.007,45.151283329999998,-66.23713333,1,9,2011,7,c,15.342000000000001,17.832999999999998,17.832000000000001,2.490000000000000,17.806000000000001,17.776000000000000,1.044176707000000,1.204819277000000,2.248995984000000,
2011.09.007,45.151283329999998,-66.23713333,1,9,2011,7,d,7.333000000000000,9.861000000000001,9.859999999999999,2.527000000000000,9.837999999999999,9.804000000000000,0.870597546,1.345468935000000,2.216066482000000,
2011.09.008,45.155266670000003,-66.23283333,1,9,2011,8,a,14.989000000000001,17.475000000000001,17.472999999999999,2.484000000000000,17.446000000000002,17.423999999999999,1.086956522000000,0.885668277,1.972624799000000,
2011.09.008,45.155266670000003,-66.23283333,1,9,2011,8,b,7.922000000000000,10.401000000000000,10.398999999999999,2.477000000000000,10.372999999999999,10.351000000000001,1.049656843000000,0.888171175,1.937828018000000,
2011.09.008,45.155266670000003,-66.23283333,1,9,2011,8,c,10.464000000000000,12.976000000000001,12.974000000000000,2.510000000000000,12.949999999999999,12.926000000000000,0.956175299,0.956175299,1.912350598000000,
2011.09.008,45.155266670000003,-66.23283333,1,9,2011,8,d,6.969000000000000,9.452999999999999,9.451000000000001,2.482000000000000,9.429000000000000,9.406000000000001,0.88638195,0.926672039,1.813053989000000,
2011.09.009,45.160733329999999,-66.24936667,1,9,2011,9,a,8.350000000000000,10.856000000000000,10.859000000000000,2.509000000000000,10.779000000000000,10.718999999999999,3.188521323000000,2.391390992000000,5.579912316000000,
2011.09.009,45.160733329999999,-66.24936667,1,9,2011,9,b,15.416000000000000,17.971000000000000,17.972000000000001,2.556000000000000,17.890999999999998,17.827999999999999,3.169014085000000,2.464788732000000,5.633802817000000,
2011.09.009,45.160733329999999,-66.24936667,1,9,2011,9,c,15.563000000000001,18.050999999999998,18.050999999999998,2.488000000000000,17.974000000000000,17.914000000000001,3.094855305000000,2.411575563000000,5.506430868000000,
2011.09.009,45.160733329999999,-66.24936667,1,9,2011,9,d,15.026999999999999,17.524999999999999,17.524999999999999,2.498000000000000,17.446999999999999,17.376999999999999,3.122497998000000,2.802241793000000,5.924739792000000,
2011.09.010,45.161466670000003,-66.25561667,1,9,2011,10,a,8.117000000000001,10.662000000000001,10.662000000000001,2.545000000000000,10.640000000000001,10.617000000000001,0.864440079,0.903732809,1.768172888000000,
2011.09.010,45.161466670000003,-66.25561667,1,9,2011,10,b,15.984000000000000,18.582000000000001,18.581000000000000,2.597000000000000,18.556999999999999,18.533999999999999,0.924143242,0.885637274,1.809780516000000,
2011.09.010,45.161466670000003,-66.25561667,1,9,2011,10,c,16.306000000000001,18.803000000000001,18.802000000000000,2.496000000000000,18.780000000000001,18.756000000000000,0.881410256,0.961538462,1.842948718000000,
2011.09.010,45.161466670000003,-66.25561667,1,9,2011,10,d,7.904000000000000,10.403000000000000,10.401999999999999,2.498000000000000,10.382000000000000,10.356000000000000,0.800640512,1.040832666000000,1.841473179000000,
2011.09.011,45.164366670000000,-66.24298333,1,9,2011,11,a,15.157999999999999,17.643999999999998,17.646000000000001,2.488000000000000,17.570000000000000,17.523000000000000,3.054662379000000,1.889067524000000,4.943729904000000,
2011.09.011,45.164366670000000,-66.24298333,1,9,2011,11,b,7.889000000000000,10.387000000000000,10.388000000000000,2.499000000000000,10.314000000000000,10.266000000000000,2.961184474000000,1.920768307000000,4.881952781000000,
2011.09.011,45.164366670000000,-66.24298333,1,9,2011,11,c,14.336000000000000,16.841999999999999,16.841999999999999,2.506000000000000,16.768000000000001,16.719999999999999,2.952913009000000,1.915403033000000,4.868316042000000,
2011.09.011,45.164366670000000,-66.24298333,1,9,2011,11,d,14.191000000000001,16.754999999999999,16.754000000000001,2.563000000000000,16.681000000000001,16.629000000000001,2.848224737000000,2.028872415000000,4.877097152000000,
2011.09.012,45.168100000000003,-66.24123333,1,9,2011,12,a,7.699000000000000,10.222000000000000,10.225000000000000,2.526000000000000,10.124000000000001,10.061999999999999,3.998416469000000,2.454473476000000,6.452889945000000,
2011.09.012,45.168100000000003,-66.24123333,1,9,2011,12,b,14.006000000000000,16.576000000000001,16.577000000000002,2.571000000000000,16.475999999999999,16.413000000000000,3.928432517000000,2.450408401000000,6.378840918000000,
2011.09.012,45.168100000000003,-66.24123333,1,9,2011,12,c,11.138999999999999,13.641000000000000,13.641000000000000,2.502000000000000,13.548000000000000,13.487000000000000,3.717026379000000,2.438049560000000,6.155075939000000,
2011.09.012,45.168100000000003,-66.24123333,1,9,2011,12,d,8.089000000000000,10.526000000000000,10.525000000000000,2.436000000000000,10.436999999999999,10.368000000000000,3.612479475000000,2.832512315000000,6.444991790000000,
2011.09.013,45.171966670000003,-66.24043333,1,9,2011,13,a,7.628000000000000,10.119000000000000,10.117000000000001,2.489000000000000,10.031000000000001,9.984999999999999,3.455202893000000,1.848131780000000,5.303334673000000,
2011.09.013,45.171966670000003,-66.24043333,1,9,2011,13,b,7.282000000000000,9.747999999999999,9.744999999999999,2.463000000000000,9.662000000000001,9.613000000000000,3.369874137000000,1.989443768000000,5.359317905000000,
2011.09.013,45.171966670000003,-66.24043333,1,9,2011,13,c,7.239000000000000,9.730000000000000,9.726000000000001,2.487000000000000,9.643000000000001,9.584000000000000,3.337354242000000,2.372336148000000,5.709690390000000,
2011.09.013,45.171966670000003,-66.24043333,1,9,2011,13,d,8.291000000000000,10.789000000000000,10.786000000000000,2.495000000000000,10.706000000000000,10.638000000000000,3.206412826000000,2.725450902000000,5.931863727000000,
2011.09.014,45.176216670000002,-66.24136667,1,9,2011,14,a,13.810000000000000,16.329999999999998,16.327999999999999,2.518000000000000,16.228000000000002,16.173999999999999,3.971405878000000,2.144559174000000,6.115965052000000,
2011.09.014,45.176216670000002,-66.24136667,1,9,2011,14,b,7.657000000000000,10.156000000000001,10.154999999999999,2.498000000000000,10.053000000000001,9.989000000000001,4.083266613000000,2.562049640000000,6.645316253000000,
2011.09.014,45.176216670000002,-66.24136667,1,9,2011,14,c,7.699000000000000,10.164999999999999,10.163000000000000,2.464000000000000,10.069000000000001,10.006000000000000,3.814935065000000,2.556818182000000,6.371753247000000,
2011.09.014,45.176216670000002,-66.24136667,1,9,2011,14,d,7.989000000000000,10.506000000000000,10.506000000000000,2.517000000000000,10.406000000000001,10.332000000000001,3.972983711000000,2.940007946000000,6.912991657000000,
2011.09.015,45.179483329999996,-66.24303333,1,9,2011,15,a,15.191000000000001,17.774000000000001,17.773000000000000,2.582000000000000,17.681999999999999,17.626000000000001,3.524399690000000,2.168861348000000,5.693261038000000,
2011.09.015,45.179483329999996,-66.24303333,1,9,2011,15,b,8.066000000000001,10.528000000000000,10.523999999999999,2.458000000000000,10.441000000000001,10.390000000000001,3.376729048000000,2.074857608000000,5.451586656000000,
2011.09.015,45.179483329999996,-66.24303333,1,9,2011,15,c,11.444000000000001,13.964000000000000,13.961000000000000,2.517000000000000,13.874000000000001,13.815000000000000,3.456495828000000,2.344060389000000,5.800556218000000,
2011.09.015,45.179483329999996,-66.24303333,1,9,2011,15,d,7.811000000000000,10.313000000000001,10.310000000000000,2.499000000000000,10.226000000000001,10.167000000000000,3.361344538000000,2.360944378000000,5.722288916000000,
2011.09.016,45.182683330000003,-66.248,1,9,2011,16,a,15.064000000000000,17.529000000000000,17.526000000000000,2.462000000000000,17.446999999999999,17.401000000000000,3.208773355000000,1.868399675000000,5.077173030000000,
2011.09.016,45.182683330000003,-66.248,1,9,2011,16,b,7.556000000000000,10.063000000000001,10.058999999999999,2.503000000000000,9.973000000000001,9.923999999999999,3.435876948000000,1.957650819000000,5.393527767000000,
2011.09.016,45.182683330000003,-66.248,1,9,2011,16,c,7.810000000000000,10.353000000000000,10.350000000000000,2.540000000000000,10.265000000000001,10.215000000000000,3.346456693000000,1.968503937000000,5.314960630000000,
2011.09.016,45.182683330000003,-66.248,1,9,2011,16,d,7.958000000000000,10.474000000000000,10.472000000000000,2.514000000000000,10.390000000000001,10.339000000000000,3.261734288000000,2.028639618000000,5.290373906000000,
2011.09.017,45.184649999999998,-66.2544,1,9,2011,17,a,14.009000000000000,16.553000000000001,16.550000000000001,2.541000000000000,16.472999999999999,16.425000000000001,3.030303030000000,1.889020071000000,4.919323101000000,
2011.09.017,45.184649999999998,-66.2544,1,9,2011,17,b,15.114000000000001,17.666000000000000,17.664000000000001,2.550000000000000,17.585000000000001,17.535000000000000,3.098039216000000,1.960784314000000,5.058823529000000,
2011.09.017,45.184649999999998,-66.2544,1,9,2011,17,c,7.652000000000000,10.164000000000000,10.163000000000000,2.511000000000000,10.081000000000000,10.032000000000000,3.265631223000000,1.951413779000000,5.217045002000000,
2011.09.017,45.184649999999998,-66.2544,1,9,2011,17,d,7.865000000000000,10.330000000000000,10.327000000000000,2.462000000000000,10.249000000000001,10.196999999999999,3.168155971000000,2.112103981000000,5.280259951000000,
2011.09.018,45.186199999999999,-66.25833333,1,9,2011,18,a,15.552000000000000,18.132999999999999,18.129999999999999,2.578000000000000,18.111999999999998,18.079999999999998,0.698215671,1.241272304000000,1.939487975000000,
2011.09.018,45.186199999999999,-66.25833333,1,9,2011,18,b,16.475999999999999,18.934000000000001,18.931999999999999,2.456000000000000,18.913000000000000,18.878000000000000,0.773615635,1.425081433000000,2.198697068000000,
2011.09.018,45.186199999999999,-66.25833333,1,9,2011,18,c,14.169000000000000,16.667999999999999,16.666000000000000,2.497000000000000,16.655999999999999,16.629000000000001,0.400480577,1.081297557000000,1.481778134000000,
2011.09.018,45.186199999999999,-66.25833333,1,9,2011,18,d,13.750999999999999,16.231999999999999,16.228000000000002,2.477000000000000,16.219000000000001,16.190999999999999,0.363342753,1.130399677000000,1.493742430000000,
2011.09.019,45.189933330000002,-66.26146667,1,9,2011,19,a,10.266999999999999,12.701000000000001,12.699999999999999,2.433000000000000,12.688000000000001,12.664000000000000,0.493218249,0.986436498,1.479654747000000,Subsample 19B was used as 19A is missing
2011.09.019,45.189933330000002,-66.26146667,1,9,2011,19,b,10.464000000000000,12.954000000000001,12.952999999999999,2.489000000000000,12.942000000000000,12.916000000000000,0.441944556,1.044596223000000,1.486540779000000,
2011.09.019,45.189933330000002,-66.26146667,1,9,2011,19,c,7.921000000000000,10.438000000000001,10.438000000000001,2.517000000000000,10.427000000000000,10.401000000000000,0.437028208,1.032975765000000,1.470003973000000,
2011.09.019,45.189933330000002,-66.26146667,1,9,2011,19,d,8.858000000000001,11.321999999999999,11.321999999999999,2.464000000000000,11.311000000000000,11.223000000000001,0.446428571,3.571428571000000,4.017857143000000,
2011.09.020,45.180149999999998,-66.24695,1,9,2011,20,a,15.026999999999999,17.506000000000000,17.506000000000000,2.479000000000000,17.434999999999999,17.390000000000001,2.864058088000000,1.815248084000000,4.679306172000000,Subsample 20B was used as  20A is missing
2011.09.020,45.180149999999998,-66.24695,1,9,2011,20,b,15.416000000000000,17.911999999999999,17.911000000000001,2.495000000000000,17.838999999999999,17.794000000000000,2.885771543000000,1.803607214000000,4.689378758000000,
2011.09.020,45.180149999999998,-66.24695,1,9,2011,20,c,15.342000000000001,17.827999999999999,17.826000000000001,2.484000000000000,17.754000000000001,17.702999999999999,2.898550725000000,2.053140097000000,4.951690821000000,
2011.09.020,45.180149999999998,-66.24695,1,9,2011,20,d,6.969000000000000,9.430999999999999,9.429000000000000,2.460000000000000,9.368000000000000,9.318000000000000,2.479674797000000,2.032520325000000,4.512195122000000,
2011.09.021,45.179883330000003,-66.24995,1,9,2011,21,a,7.699000000000000,10.199000000000000,10.201000000000001,2.502000000000000,10.160000000000000,10.128000000000000,1.638689049000000,1.278976819000000,2.917665867000000,
2011.09.021,45.179883330000003,-66.24995,1,9,2011,21,b,7.193000000000000,9.609999999999999,9.611000000000001,2.418000000000000,9.571000000000000,9.539000000000000,1.654259719000000,1.323407775000000,2.977667494000000,
2011.09.021,45.179883330000003,-66.24995,1,9,2011,21,c,15.984000000000000,18.495999999999999,18.495999999999999,2.512000000000000,18.451000000000001,18.414999999999999,1.791401274000000,1.433121019000000,3.224522293000000,
2011.09.021,45.179883330000003,-66.24995,1,9,2011,21,d,7.889000000000000,10.347000000000000,10.347000000000000,2.458000000000000,10.307000000000000,10.270000000000000,1.627339300000000,1.505288853000000,3.132628153000000,
2011.09.022,45.177616669999999,-66.2461,1,9,2011,22,a,14.191000000000001,16.678000000000001,16.678999999999998,2.488000000000000,16.603000000000002,16.556999999999999,3.054662379000000,1.848874598000000,4.903536977000000,
2011.09.022,45.177616669999999,-66.2461,1,9,2011,22,b,8.089000000000000,10.560000000000000,10.561000000000000,2.472000000000000,10.491000000000000,10.449000000000000,2.831715210000000,1.699029126000000,4.530744337000000,
2011.09.022,45.177616669999999,-66.2461,1,9,2011,22,c,14.006000000000000,16.509000000000000,16.509000000000000,2.503000000000000,16.437000000000001,16.391999999999999,2.876548142000000,1.797842589000000,4.674390731000000,
2011.09.022,45.177616669999999,-66.2461,1,9,2011,22,d,7.977000000000000,10.483000000000001,10.481999999999999,2.505000000000000,10.413000000000000,10.366000000000000,2.754491018000000,1.876247505000000,4.630738523000000,
2011.09.023,45.177766669999997,-66.23883333,1,9,2011,23,a,8.117000000000001,10.631000000000000,10.632999999999999,2.516000000000000,10.577999999999999,10.542999999999999,2.186009539000000,1.391096979000000,3.577106518000000,
2011.09.023,45.177766669999997,-66.23883333,1,9,2011,23,b,8.350000000000000,10.846000000000000,10.847000000000000,2.497000000000000,10.792000000000000,10.757999999999999,2.202643172000000,1.361633961000000,3.564277133000000,
2011.09.023,45.177766669999997,-66.23883333,1,9,2011,23,c,15.157999999999999,17.620000000000001,17.620000000000001,2.462000000000000,17.567000000000000,17.533000000000001,2.152721365000000,1.380991064000000,3.533712429000000,
2011.09.023,45.177766669999997,-66.23883333,1,9,2011,23,d,16.305000000000000,18.846000000000000,18.844999999999999,2.540000000000000,18.792000000000002,18.754000000000001,2.086614173000000,1.496062992000000,3.582677165000000,
2011.09.024,45.174383329999998,-66.2332,1,9,2011,24,a,7.333000000000000,9.820000000000000,9.821000000000000,2.488000000000000,9.734000000000000,9.683000000000000,3.496784566000000,2.049839228000000,5.546623794000000,
2011.09.024,45.174383329999998,-66.2332,1,9,2011,24,b,15.564000000000000,18.065999999999999,18.064000000000000,2.500000000000000,17.969999999999999,17.914999999999999,3.760000000000000,2.200000000000000,5.960000000000000,
2011.09.024,45.174383329999998,-66.2332,1,9,2011,24,c,14.989000000000001,17.536999999999999,17.533999999999999,2.545000000000000,17.443999999999999,17.387000000000000,3.536345776000000,2.239685658000000,5.776031434000000,
2011.09.024,45.174383329999998,-66.2332,1,9,2011,24,d,11.138999999999999,13.632000000000000,13.629000000000000,2.490000000000000,13.544000000000000,13.481000000000000,3.413654618000000,2.530120482000000,5.943775100000000,
2011.09.025,45.167966669999998,-66.2282,1,9,2011,25,a,16.779000000000000,19.263000000000002,19.262000000000000,2.483000000000000,19.195000000000000,19.157000000000000,2.698348772000000,1.530406766000000,4.228755538000000,
2011.09.025,45.167966669999998,-66.2282,1,9,2011,25,b,7.693000000000000,10.212999999999999,10.210000000000001,2.517000000000000,10.144000000000000,10.105000000000000,2.622169249000000,1.549463647000000,4.171632896000000,
2011.09.025,45.167966669999998,-66.2282,1,9,2011,25,c,7.904000000000000,10.417000000000000,10.414000000000000,2.510000000000000,10.351000000000001,10.305000000000000,2.509960159000000,1.832669323000000,4.342629482000000,
2011.09.025,45.167966669999998,-66.2282,1,9,2011,25,d,8.791000000000000,11.301000000000000,11.297000000000001,2.506000000000000,11.242000000000001,11.190000000000000,2.194732642000000,2.075019952000000,4.269752594000000,
2011.09.026,45.164433330000001,-66.22783333,1,9,2011,26,a,10.108000000000001,12.637000000000000,12.632999999999999,2.525000000000000,12.554000000000000,12.510999999999999,3.128712871000000,1.702970297000000,4.831683168000000,
2011.09.026,45.164433330000001,-66.22783333,1,9,2011,26,b,8.648999999999999,11.131000000000000,11.125999999999999,2.477000000000000,11.051000000000000,11.007999999999999,3.027856278000000,1.735970933000000,4.763827210000000,
2011.09.026,45.164433330000001,-66.22783333,1,9,2011,26,c,8.257999999999999,10.741000000000000,10.737000000000000,2.479000000000000,10.664999999999999,10.619999999999999,2.904396934000000,1.815248084000000,4.719645018000000,
2011.09.026,45.164433330000001,-66.22783333,1,9,2011,26,d,7.508000000000000,10.053000000000001,10.048999999999999,2.541000000000000,9.977000000000000,9.925000000000001,2.833530106000000,2.046438410000000,4.879968516000000,
2011.09.027,45.161749999999998,-66.23966667,1,9,2011,27,a,7.371000000000000,9.835000000000001,9.836000000000000,2.465000000000000,9.766000000000000,9.722000000000000,2.839756592000000,1.784989858000000,4.624746450000000,
2011.09.027,45.161749999999998,-66.23966667,1,9,2011,27,b,11.446000000000000,13.912000000000001,13.912000000000001,2.466000000000000,13.843000000000000,13.800000000000001,2.798053528000000,1.743714517000000,4.541768045000000,
2011.09.027,45.161749999999998,-66.23966667,1,9,2011,27,c,15.385999999999999,17.869000000000000,17.867999999999999,2.482000000000000,17.800000000000001,17.757000000000001,2.739726027000000,1.732473811000000,4.472199839000000,
2011.09.027,45.161749999999998,-66.23966667,1,9,2011,27,d,15.093000000000000,17.547999999999998,17.545999999999999,2.453000000000000,17.481000000000002,17.428999999999998,2.649816551000000,2.119853241000000,4.769669792000000,
2011.09.028,45.162216669999999,-66.24161667,1,9,2011,28,a,13.462999999999999,15.997999999999999,15.997000000000000,2.534000000000000,15.910000000000000,15.856999999999999,3.433307024000000,2.091554854000000,5.524861878000000,
2011.09.028,45.162216669999999,-66.24161667,1,9,2011,28,b,7.600000000000000,10.161000000000000,10.157999999999999,2.558000000000000,10.070000000000000,10.016999999999999,3.440187647000000,2.071931196000000,5.512118843000000,
2011.09.028,45.162216669999999,-66.24161667,1,9,2011,28,c,13.888999999999999,16.346000000000000,16.343000000000000,2.454000000000000,16.259000000000000,16.207999999999998,3.422982885000000,2.078239609000000,5.501222494000000,
2011.09.028,45.162216669999999,-66.24161667,1,9,2011,28,d,14.336000000000000,16.814000000000000,16.809999999999999,2.474000000000000,16.725999999999999,16.669000000000000,3.395311237000000,2.303961196000000,5.699272433000000,
2011.09.029,45.158683330000002,-66.26436667,1,9,2011,29,a,16.102000000000000,18.614999999999998,18.616000000000000,2.514000000000000,18.550999999999998,18.507999999999999,2.585521082000000,1.710421639000000,4.295942721000000,
2011.09.029,45.158683330000002,-66.26436667,1,9,2011,29,b,7.197000000000000,9.752000000000001,9.753000000000000,2.556000000000000,9.686000000000000,9.630000000000001,2.621283255000000,2.190923318000000,4.812206573000000,
2011.09.029,45.158683330000002,-66.26436667,1,9,2011,29,c,13.010999999999999,15.473000000000001,15.472000000000000,2.461000000000000,15.407999999999999,15.364000000000001,2.600568874000000,1.787891101000000,4.388459976000000,
2011.09.029,45.158683330000002,-66.26436667,1,9,2011,29,d,14.284000000000001,16.820000000000000,16.817000000000000,2.533000000000000,16.757000000000001,16.710000000000001,2.368732728000000,1.855507304000000,4.224240032000000,
2011.09.030,45.164866670000002,-66.26916667,1,9,2011,30,a,8.236000000000001,10.772000000000000,10.771000000000001,2.535000000000000,10.718000000000000,10.677000000000000,2.090729783000000,1.617357002000000,3.708086785000000,
2011.09.030,45.164866670000002,-66.26916667,1,9,2011,30,b,7.310000000000000,9.824999999999999,9.821999999999999,2.512000000000000,9.769000000000000,9.728000000000000,2.109872611000000,1.632165605000000,3.742038217000000,
2011.09.030,45.164866670000002,-66.26916667,1,9,2011,30,c,7.893000000000000,10.311000000000000,10.308000000000000,2.415000000000000,10.257000000000000,10.215000000000000,2.111801242000000,1.739130435000000,3.850931677000000,
2011.09.030,45.164866670000002,-66.26916667,1,9,2011,30,d,7.545000000000000,10.058000000000000,10.054000000000000,2.509000000000000,10.004000000000000,9.956000000000000,1.992825827000000,1.913112794000000,3.905938621000000,
2011.12.001,45.142516669999999,-66.26186667,14,12,2011,1,a,7.809000000000000,10.329000000000001,10.327000000000000,2.518000000000000,10.268000000000001,10.199000000000000,2.343129468000000,2.740270056000000,5.083399523000000,
2011.12.001,45.142516669999999,-66.26186667,14,12,2011,1,b,15.551000000000000,18.015999999999998,18.013000000000002,2.462000000000000,17.963000000000001,17.911000000000001,2.030869212000000,2.112103981000000,4.142973193000000,
2011.12.001,45.142516669999999,-66.26186667,14,12,2011,1,c,7.555000000000000,10.013999999999999,10.016000000000000,2.461000000000000,9.964000000000000,9.920000000000000,2.112962210000000,1.787891101000000,3.900853312000000,
2011.12.002,45.141466670000000,-66.25818333,14,12,2011,2,a,7.239000000000000,9.616000000000000,9.614000000000001,2.375000000000000,9.555000000000000,9.503000000000000,2.484210526000000,2.189473684000000,4.673684211000000,
2011.12.002,45.141466670000000,-66.25818333,14,12,2011,2,b,8.291000000000000,10.795000000000000,10.792000000000000,2.501000000000000,10.696999999999999,10.625000000000000,3.798480608000000,2.878848461000000,6.677329068000000,
2011.12.002,45.141466670000000,-66.25818333,14,12,2011,2,c,15.983000000000001,18.428000000000001,18.427000000000000,2.444000000000000,18.376999999999999,18.335999999999999,2.045826514000000,1.677577741000000,3.723404255000000,
2011.12.003,45.147366669999997,-66.25096667,14,12,2011,3,a,14.005000000000001,16.509000000000000,16.507999999999999,2.503000000000000,16.436000000000000,16.378000000000000,2.876548142000000,2.317219337000000,5.193767479000000,
2011.12.003,45.147366669999997,-66.25096667,14,12,2011,3,b,7.281000000000000,9.765000000000001,9.765000000000001,2.484000000000000,9.690000000000000,9.635000000000000,3.019323671000000,2.214170692000000,5.233494364000000,
2011.12.003,45.147366669999997,-66.25096667,14,12,2011,3,c,7.197000000000000,9.715999999999999,9.715999999999999,2.519000000000000,9.669000000000000,9.629000000000000,1.865819770000000,1.587931719000000,3.453751489000000,
2011.12.004,45.149666670000002,-66.2516,14,12,2011,4,a,8.065000000000000,10.503000000000000,10.504000000000000,2.439000000000000,10.398999999999999,10.317000000000000,4.305043050000000,3.362033620000000,7.667076671000000,
